"PlayerID","GameID","Name","minutes","Team","is_starter","matchup","description","Date"
"e66e8107-b68e-4c94-9830-a32599de8135","d5c2e49b-c74a-4fd1-9a83-69a2761e28b3","Julius Randle",29.83,"MIN",1,"MIN v SAS","L 103 - 113",2024-11-02
"e697ac9d-5eb1-4400-93ee-a54294fef0c5","d5c2e49b-c74a-4fd1-9a83-69a2761e28b3","Sandro Mamukelashvili",1.32,"SAS",0,"MIN v SAS","W 113 - 103",2024-11-02
"e7e92607-5585-446d-9792-f0a62e524919","ca41e145-b84c-4dfe-8c28-bbccf315cd3b","Haywood Highsmith",2.18,"MIA",0,"WAS v MIA","W 118 - 98",2024-11-02
"ebd57712-3385-43b4-a7ca-e131a25fc5d8","26915d41-81c3-4342-85e6-5e8137654041","Kris Dunn",19.62,"LAC",0,"OKC v LAC","L 92 - 105",2024-11-02
"eff156f8-e095-408b-bcf0-0cec52cf982f","d5c2e49b-c74a-4fd1-9a83-69a2761e28b3","Luka Garza",3.13,"MIN",0,"MIN v SAS","L 103 - 113",2024-11-02
"eff16438-2d85-4433-80bc-b45e4d0db37d","ae595060-96b6-4c28-9928-3e2246ac8624","Andre Drummond",29.28,"PHI",1,"PHI v MEM","L 107 - 124",2024-11-02
"f04fca9f-8898-4569-99af-f7ab55f1a7c0","f8559499-b556-4802-a1ec-0aa4e8684b7a","Toumani Camara",34.4,"POR",1,"PHX v POR","L 97 - 103",2024-11-02
"f061d9f3-2771-4650-8045-ffad6bb34399","ae595060-96b6-4c28-9928-3e2246ac8624","Ja Morant",31.42,"MEM",1,"PHI v MEM","W 124 - 107",2024-11-02
"f1760cef-05b0-428a-a52d-a4f6167c75d8","f8559499-b556-4802-a1ec-0aa4e8684b7a","Rayan Rupert",7.45,"POR",0,"PHX v POR","L 97 - 103",2024-11-02
"f3e9644b-9d18-497a-b6b8-8e3a59687944","ae595060-96b6-4c28-9928-3e2246ac8624","Jay Huff",14.2,"MEM",0,"PHI v MEM","W 124 - 107",2024-11-02
